ID,DATA_BASE,TIPO_DESENROLA,UNIDADE_FEDERACAO,COD_CONGLOMERADO_FINANCEIRO,NOME_CONGLOMERADO_FINANCEIRO,NUMERO_OPERACOES,VOLUME_OPERACOES
1331,202311,2,ES,30379,SANTANDER,186,946847.63
1332,202311,2,ES,51011,VOTORANTIM,20,96918.2
1333,202311,2,GO,49906,BB,121,1137325.13
1334,202311,2,GO,17351180,BCO TRIANGULO S.A.,15,18658.6
1335,202311,2,GO,10045,BRADESCO,240,2294669.6
1336,202311,2,GO,49944,BTG PACTUAL,10,35993.32
1337,202311,2,GO,52072,C6 BANK,346,918224.45
1338,202311,2,GO,51626,CAIXA ECON?MICA FEDERAL,514,1255504.06
1339,202311,2,GO,51884,INTER,93,474608.01
1340,202311,2,GO,10069,ITAU,488,1425774.47
1341,202311,2,GO,30379,SANTANDER,397,2413169.54
1342,202311,2,GO,51011,VOTORANTIM,40,377815.48
1343,202311,2,MA,49906,BB,188,1726449.03
1344,202311,2,MA,17351180,BCO TRIANGULO S.A.,18,44460.07
1345,202311,2,MA,10045,BRADESCO,130,767873.35
1346,202311,2,MA,49944,BTG PACTUAL,2,10260.6
1347,202311,2,MA,52072,C6 BANK,117,219098.55
1348,202311,2,MA,51626,CAIXA ECON?MICA FEDERAL,171,409091.92
1349,202311,2,MA,51884,INTER,34,132838.68
1350,202311,2,MA,10069,ITAU,185,497794.64
1351,202311,2,MA,30379,SANTANDER,175,905546.41
1352,202311,2,MA,51011,VOTORANTIM,21,167014.68
1353,202311,2,MG,49906,BB,208,1962395.95
1354,202311,2,MG,17351180,BCO TRIANGULO S.A.,63,62597.19
1355,202311,2,MG,10045,BRADESCO,454,2925942.45
1356,202311,2,MG,49944,BTG PACTUAL,22,120090.75
1357,202311,2,MG,52072,C6 BANK,820,2017308.56
1358,202311,2,MG,51626,CAIXA ECON?MICA FEDERAL,867,1735838.31
1359,202311,2,MG,51884,INTER,367,1455844.44
1360,202311,2,MG,10069,ITAU,1330,3643412.84
1361,202311,2,MG,30379,SANTANDER,1274,7294221.85
1362,202311,2,MG,51011,VOTORANTIM,149,1128623.09
1363,202311,2,MS,49906,BB,74,1019972.4
1364,202311,2,MS,17351180,BCO TRIANGULO S.A.,20,21338.36
1365,202311,2,MS,10045,BRADESCO,134,1318277.28
1366,202311,2,MS,49944,BTG PACTUAL,1,924.35
1367,202311,2,MS,52072,C6 BANK,111,196322.61
1368,202311,2,MS,51626,CAIXA ECON?MICA FEDERAL,140,269097.68
1369,202311,2,MS,51884,INTER,27,154824.38
1370,202311,2,MS,10069,ITAU,147,335659.48
1371,202311,2,MS,30379,SANTANDER,241,1591351.29
1372,202311,2,MS,51011,VOTORANTIM,46,412604.03
1373,202311,2,MT,49906,BB,85,743260.12
1374,202311,2,MT,17351180,BCO TRIANGULO S.A.,14,18341.79
1375,202311,2,MT,10045,BRADESCO,126,995267.36
1376,202311,2,MT,49944,BTG PACTUAL,3,20915.15
1377,202311,2,MT,52072,C6 BANK,107,365207.81
1378,202311,2,MT,51626,CAIXA ECON?MICA FEDERAL,144,335533.29
1379,202311,2,MT,51884,INTER,50,240770.59
1380,202311,2,MT,10069,ITAU,133,369744.07
1381,202311,2,MT,30379,SANTANDER,190,1085042.66
1382,202311,2,MT,51011,VOTORANTIM,35,305939.71
1383,202311,2,PA,49906,BB,131,1163942.88
1384,202311,2,PA,17351180,BCO TRIANGULO S.A.,63,65450.56
1385,202311,2,PA,10045,BRADESCO,217,1768771.78
1386,202311,2,PA,49944,BTG PACTUAL,6,15195.67
1387,202311,2,PA,52072,C6 BANK,263,475540.24
1388,202311,2,PA,51626,CAIXA ECON?MICA FEDERAL,243,429902.07
1389,202311,2,PA,51884,INTER,62,194163.61
1390,202311,2,PA,10069,ITAU,284,860947.97
1391,202311,2,PA,30379,SANTANDER,288,1357601.31
1392,202311,2,PA,51011,VOTORANTIM,37,423858.2
1393,202311,2,PB,49906,BB,56,355853.2
1394,202311,2,PB,17351180,BCO TRIANGULO S.A.,26,20124.69
1395,202311,2,PB,10045,BRADESCO,150,1223706.8
1396,202311,2,PB,49944,BTG PACTUAL,4,4789.13
1397,202311,2,PB,52072,C6 BANK,128,421353.69
1398,202311,2,PB,51626,CAIXA ECON?MICA FEDERAL,164,228264.05
1399,202311,2,PB,51884,INTER,42,134954.84
1400,202311,2,PB,10069,ITAU,230,721694.96
1401,202311,2,PB,30379,SANTANDER,165,772334.39
1402,202311,2,PB,51011,VOTORANTIM,25,125622.71
1403,202311,2,PE,49906,BB,102,804862.39
1404,202311,2,PE,17351180,BCO TRIANGULO S.A.,59,53042.57
1405,202311,2,PE,10045,BRADESCO,305,2206951.05
1406,202311,2,PE,49944,BTG PACTUAL,13,27768.01
1407,202311,2,PE,52072,C6 BANK,392,720237.48
1408,202311,2,PE,51626,CAIXA ECON?MICA FEDERAL,262,463033.22
1409,202311,2,PE,51884,INTER,91,406341.39
1410,202311,2,PE,10069,ITAU,628,1942852.41
1411,202311,2,PE,30379,SANTANDER,533,2458742.09
1412,202311,2,PE,51011,VOTORANTIM,40,245139.5
1413,202311,2,PI,49906,BB,84,542497.27
1414,202311,2,PI,17351180,BCO TRIANGULO S.A.,5,7146.1
1415,202311,2,PI,10045,BRADESCO,47,394102.56
1416,202311,2,PI,49944,BTG PACTUAL,2,6094.1
1417,202311,2,PI,52072,C6 BANK,82,94458.69
1418,202311,2,PI,51626,CAIXA ECON?MICA FEDERAL,179,503389.23
1419,202311,2,PI,51884,INTER,27,95578.56
1420,202311,2,PI,10069,ITAU,83,238771.57
1421,202311,2,PI,30379,SANTANDER,121,515763.93
1422,202311,2,PI,51011,VOTORANTIM,16,140148.52
1423,202311,2,PR,49906,BB,141,1148108.66
1424,202311,2,PR,17351180,BCO TRIANGULO S.A.,37,71205.88
1425,202311,2,PR,10045,BRADESCO,370,3305217.87
1426,202311,2,PR,49944,BTG PACTUAL,7,36603.63
1427,202311,2,PR,52072,C6 BANK,785,1970569.65
1428,202311,2,PR,51626,CAIXA ECON?MICA FEDERAL,666,2005002.25
1429,202311,2,PR,51884,INTER,122,502436.78
1430,202311,2,PR,10069,ITAU,867,2221902.75
1431,202311,2,PR,30379,SANTANDER,677,3993435.37
1432,202311,2,PR,51011,VOTORANTIM,109,784183.82
1433,202311,2,RJ,49906,BB,146,1617043.91
1434,202311,2,RJ,17351180,BCO TRIANGULO S.A.,76,131906.95
1435,202311,2,RJ,10045,BRADESCO,908,7089112.69
1436,202311,2,RJ,49944,BTG PACTUAL,34,190950.94
1437,202311,2,RJ,52072,C6 BANK,1170,2374986.18
1438,202311,2,RJ,51626,CAIXA ECON?MICA FEDERAL,735,1479231.23
1439,202311,2,RJ,51884,INTER,185,916923.06
1440,202311,2,RJ,10069,ITAU,2424,5821170.62
1441,202311,2,RJ,30379,SANTANDER,1704,10286815
1442,202311,2,RJ,51011,VOTORANTIM,128,1135232.87
1443,202311,2,RN,49906,BB,73,863112.64
1444,202311,2,RN,17351180,BCO TRIANGULO S.A.,32,26501.14
1445,202311,2,RN,10045,BRADESCO,64,311202.43
1446,202311,2,RN,49944,BTG PACTUAL,10,22151.32
1447,202311,2,RN,52072,C6 BANK,135,169575.01
1448,202311,2,RN,51626,CAIXA ECON?MICA FEDERAL,107,249661.43
1449,202311,2,RN,51884,INTER,46,167919.94
1450,202311,2,RN,10069,ITAU,185,510345.4
1451,202311,2,RN,30379,SANTANDER,143,649064.18
1452,202311,2,RN,51011,VOTORANTIM,24,125885.25
1453,202311,2,RO,49906,BB,41,367935.03
1454,202311,2,RO,17351180,BCO TRIANGULO S.A.,5,9815.12
1455,202311,2,RO,10045,BRADESCO,38,225686.19
1456,202311,2,RO,49944,BTG PACTUAL,1,2725.76
1457,202311,2,RO,52072,C6 BANK,37,107995.34
1458,202311,2,RO,51626,CAIXA ECON?MICA FEDERAL,75,82760.18
1459,202311,2,RO,51884,INTER,17,78757.57
1460,202311,2,RO,10069,ITAU,33,88124.92
1461,202311,2,RO,30379,SANTANDER,89,455191.48
1462,202311,2,RO,51011,VOTORANTIM,12,90917.96
1463,202311,2,RR,49906,BB,19,249489.73
1464,202311,2,RR,17351180,BCO TRIANGULO S.A.,3,2028.29
1465,202311,2,RR,10045,BRADESCO,9,65391.78
1466,202311,2,RR,49944,BTG PACTUAL,5,11826.78
1467,202311,2,RR,52072,C6 BANK,15,40515.82
1468,202311,2,RR,51626,CAIXA ECON?MICA FEDERAL,21,75337.84
1469,202311,2,RR,51884,INTER,5,44260.87
1470,202311,2,RR,10069,ITAU,15,19485.59
1471,202311,2,RR,30379,SANTANDER,18,98914.5
1472,202311,2,RR,51011,VOTORANTIM,1,3745.09
1473,202311,2,RS,49906,BB,101,1756130.84
1474,202311,2,RS,17351180,BCO TRIANGULO S.A.,52,57927.45
1475,202311,2,RS,10045,BRADESCO,186,1483729.91
1476,202311,2,RS,49944,BTG PACTUAL,14,68734.53
1477,202311,2,RS,52072,C6 BANK,351,888730.8
1478,202311,2,RS,51626,CAIXA ECON?MICA FEDERAL,594,1138581.28
1479,202311,2,RS,51884,INTER,82,385344.65
1480,202311,2,RS,10069,ITAU,742,1805789.77
1481,202311,2,RS,30379,SANTANDER,655,3694848.22
1482,202311,2,RS,51011,VOTORANTIM,76,476897.98
1483,202311,2,SC,49906,BB,105,888698.79
1484,202311,2,SC,17351180,BCO TRIANGULO S.A.,40,58541.84
1485,202311,2,SC,10045,BRADESCO,211,1564211.43
1486,202311,2,SC,49944,BTG PACTUAL,13,47625.13
1487,202311,2,SC,52072,C6 BANK,401,779496.74
1488,202311,2,SC,51626,CAIXA ECON?MICA FEDERAL,405,1059382.17
1489,202311,2,SC,51884,INTER,64,217738.8
1490,202311,2,SC,10069,ITAU,506,1299626.5
1491,202311,2,SC,30379,SANTANDER,302,2171679.11
1492,202311,2,SC,51011,VOTORANTIM,99,628997.31
1493,202311,2,SE,49906,BB,26,140396.66
1494,202311,2,SE,13009717,BCO DO EST. DE SE S.A.,29,165443.79
1495,202311,2,SE,17351180,BCO TRIANGULO S.A.,5,2039.52
1496,202311,2,SE,10045,BRADESCO,16,73116.93
1497,202311,2,SE,49944,BTG PACTUAL,1,2003.07
1498,202311,2,SE,52072,C6 BANK,72,200691.57
1499,202311,2,SE,51626,CAIXA ECON?MICA FEDERAL,96,190128.34
1500,202311,2,SE,51884,INTER,15,81706.59
1501,202311,2,SE,10069,ITAU,102,262983.67
1502,202311,2,SE,30379,SANTANDER,70,300883.18
1503,202311,2,SE,51011,VOTORANTIM,14,97828.86
1504,202311,2,SP,49906,BB,462,4899484.85
1505,202311,2,SP,17351180,BCO TRIANGULO S.A.,132,167909.31
1506,202311,2,SP,10045,BRADESCO,2366,19194173.4
1507,202311,2,SP,49944,BTG PACTUAL,84,338411.31
1508,202311,2,SP,52072,C6 BANK,3112,7031786.87
1509,202311,2,SP,51626,CAIXA ECON?MICA FEDERAL,1871,3508091.75
1510,202311,2,SP,51884,INTER,637,3007864.12
1511,202311,2,SP,10069,ITAU,5381,14177772.83
1512,202311,2,SP,30379,SANTANDER,4631,27486143.54
1513,202311,2,SP,51011,VOTORANTIM,479,2842004.74
1514,202311,2,TO,49906,BB,43,311460.71
1515,202311,2,TO,17351180,BCO TRIANGULO S.A.,6,8814.47
1516,202311,2,TO,10045,BRADESCO,30,185611.32
1517,202311,2,TO,49944,BTG PACTUAL,1,14408.27
1518,202311,2,TO,52072,C6 BANK,28,46493.47
1519,202311,2,TO,51626,CAIXA ECON?MICA FEDERAL,51,105628.4
1520,202311,2,TO,51884,INTER,18,90385.01
1521,202311,2,TO,10069,ITAU,25,64862.44
1522,202311,2,TO,30379,SANTANDER,50,304549.6
1523,202311,2,TO,51011,VOTORANTIM,11,135896.25
1524,202312,1,AC,49906,BB,167,216439.44
1525,202312,1,AC,30290,BMG,25,59319.01
1526,202312,1,AC,10045,BRADESCO,13,11729.93
1527,202312,1,AC,31976,BRB,1,309.11
1528,202312,1,AC,49944,BTG PACTUAL,170,272584.91
1529,202312,1,AC,52072,C6 BANK,7,9585.25
1530,202312,1,AC,51626,CAIXA ECON?MICA FEDERAL,162,172567.57
1531,202312,1,AC,51884,INTER,124,170930.2
1532,202312,1,AC,10069,ITAU,25,29529.92
1533,202312,1,AC,52058,NUBANK,288,347758.78
1534,202312,1,AC,30379,SANTANDER,63,63249.1
1535,202312,1,AC,3632872,SICOOB CREDISUL,1,747.02
1536,202312,1,AC,51011,VOTORANTIM,3,2026.8
1537,202312,1,AL,51750,BANCO SICOOB,4,4302.43
1538,202312,1,AL,49906,BB,217,261549.77
1539,202312,1,AL,30290,BMG,138,177165.03
1540,202312,1,AL,10045,BRADESCO,73,74529.94
1541,202312,1,AL,31976,BRB,9,15396.36
1542,202312,1,AL,49944,BTG PACTUAL,515,620298.81
1543,202312,1,AL,52072,C6 BANK,48,47670.54
1544,202312,1,AL,51626,CAIXA ECON?MICA FEDERAL,410,425795.07
1545,202312,1,AL,51884,INTER,484,587016.5
1546,202312,1,AL,10069,ITAU,122,121760.24
1547,202312,1,AL,52058,NUBANK,624,575475.3
1548,202312,1,AL,30379,SANTANDER,127,147542.52
1549,202312,1,AL,73398646,SOC CC SICOOB COOPERE,1,708.8
1550,202312,1,AL,51011,VOTORANTIM,8,12815
1551,202312,1,AM,51750,BANCO SICOOB,7,8294.28
1552,202312,1,AM,30173,BANRISUL,5,15191.49
1553,202312,1,AM,49906,BB,295,395408.5
1554,202312,1,AM,30290,BMG,187,275647.37
1555,202312,1,AM,10045,BRADESCO,453,577923.37
1556,202312,1,AM,31976,BRB,7,4270.64
1557,202312,1,AM,49944,BTG PACTUAL,1085,1680948.8
1558,202312,1,AM,52072,C6 BANK,110,131512.37
1559,202312,1,AM,51626,CAIXA ECON?MICA FEDERAL,639,750531.23
1560,202312,1,AM,2015588,CCLA DO CENTRO SUL RONDONIENSE,1,1011.1
1561,202312,1,AM,51884,INTER,905,1212422.15
1562,202312,1,AM,10069,ITAU,426,541864.11
1563,202312,1,AM,52058,NUBANK,1576,1944646.85
1564,202312,1,AM,30379,SANTANDER,409,519238.55
1565,202312,1,AM,5203605,SICOOB AMAZ?NIA,6,17435.37
1566,202312,1,AM,51011,VOTORANTIM,25,39450.3
1567,202312,1,AP,51750,BANCO SICOOB,4,4268.95
1568,202312,1,AP,30173,BANRISUL,2,5299
1569,202312,1,AP,49906,BB,98,100259.81
1570,202312,1,AP,30290,BMG,29,36189.91
1571,202312,1,AP,10045,BRADESCO,24,23990.84
1572,202312,1,AP,31976,BRB,1,1276.12
1573,202312,1,AP,49944,BTG PACTUAL,121,189286.36
1574,202312,1,AP,52072,C6 BANK,24,32160.42
1575,202312,1,AP,51626,CAIXA ECON?MICA FEDERAL,54,51890.18
1576,202312,1,AP,51884,INTER,113,142938.77
1577,202312,1,AP,10069,ITAU,43,39349.01
1578,202312,1,AP,52058,NUBANK,184,182450.75
1579,202312,1,AP,30379,SANTANDER,45,42201.16
1580,202312,1,AP,51011,VOTORANTIM,1,393.56
1581,202312,1,BA,51750,BANCO SICOOB,19,28357.62
1582,202312,1,BA,30173,BANRISUL,4,4520.27
1583,202312,1,BA,49906,BB,1045,1167026.38
1584,202312,1,BA,30290,BMG,539,704415.03
1585,202312,1,BA,10045,BRADESCO,632,732701.36
1586,202312,1,BA,31976,BRB,27,33831.16
1587,202312,1,BA,49944,BTG PACTUAL,2484,3285361.51
1588,202312,1,BA,52072,C6 BANK,258,278982.41
1589,202312,1,BA,51626,CAIXA ECON?MICA FEDERAL,1513,1547170.39
1590,202312,1,BA,32615247,CC SICOOB COOPEC LTDA.,3,6858.32
1591,202312,1,BA,4174720,CC SICOOB COOPEMAR,4,2974.25
1592,202312,1,BA,2528151,CC SICOOB CREDCOOP,1,552.06
1593,202312,1,BA,2282165,CC SICOOB CREDICONQUISTA,2,3118.29
1594,202312,1,BA,78825270,CCLA MAXI ALFA,1,300.39
1595,202312,1,BA,51884,INTER,1805,2121965.33
1596,202312,1,BA,10069,ITAU,652,753204.13
1597,202312,1,BA,52058,NUBANK,2885,2943767.55
1598,202312,1,BA,30379,SANTANDER,732,751688.33
1599,202312,1,BA,73398646,SOC CC SICOOB COOPERE,13,10706.5
1600,202312,1,BA,51011,VOTORANTIM,46,66095.3
1601,202312,1,CE,51750,BANCO SICOOB,4,3401.6
1602,202312,1,CE,30173,BANRISUL,7,11419.13
1603,202312,1,CE,49906,BB,850,1017083.83
1604,202312,1,CE,30290,BMG,392,480459.7
1605,202312,1,CE,10045,BRADESCO,526,535933.45
1606,202312,1,CE,31976,BRB,5,5781.73
1607,202312,1,CE,49944,BTG PACTUAL,2208,2827456.91
1608,202312,1,CE,52072,C6 BANK,206,239845.93
1609,202312,1,CE,51626,CAIXA ECON?MICA FEDERAL,1211,1212701.84
1610,202312,1,CE,86829827,CCLA DO VALE,1,1081.89
1611,202312,1,CE,51884,INTER,1967,2275986.37
1612,202312,1,CE,10069,ITAU,493,563524.74
1613,202312,1,CE,52058,NUBANK,2755,2933510.03
1614,202312,1,CE,30379,SANTANDER,631,660906.49
1615,202312,1,CE,51011,VOTORANTIM,32,42004.2
1616,202312,1,DF,51750,BANCO SICOOB,13,18094.23
1617,202312,1,DF,30173,BANRISUL,3,6104.16
1618,202312,1,DF,49906,BB,468,604792.78
1619,202312,1,DF,30290,BMG,236,323811.13
1620,202312,1,DF,10045,BRADESCO,92,90118.82
1621,202312,1,DF,31976,BRB,238,318659.48
1622,202312,1,DF,49944,BTG PACTUAL,1067,1560019.55
1623,202312,1,DF,52072,C6 BANK,101,110269.52
1624,202312,1,DF,51626,CAIXA ECON?MICA FEDERAL,491,537651.24
1625,202312,1,DF,1187961,CC DISTRITO FEDERAL E ENTORNO,3,4934.19
1626,202312,1,DF,37079720,CCLA SICOOB CREDIJUSTRA,1,1503.14
1627,202312,1,DF,694877,COOP SICOOB EXECUTIVO LTDA.,1,1063.17
1628,202312,1,DF,51884,INTER,945,1279507.27
1629,202312,1,DF,10069,ITAU,312,356382.26
1630,202312,1,DF,52058,NUBANK,1241,1349492.33
1631,202312,1,DF,30379,SANTANDER,306,370607.69
1632,202312,1,DF,5856736,SICOOB EMPRESARIAL,2,4546.68
1633,202312,1,DF,51011,VOTORANTIM,18,23110.97
1634,202312,1,ES,51750,BANCO SICOOB,52,75221.46
1635,202312,1,ES,30173,BANRISUL,1,4768.99
1636,202312,1,ES,49906,BB,187,233435.03
1637,202312,1,ES,30290,BMG,155,226694.39
1638,202312,1,ES,10045,BRADESCO,109,119207.01
1639,202312,1,ES,31976,BRB,3,11591.13
1640,202312,1,ES,49944,BTG PACTUAL,759,1100066.42
1641,202312,1,ES,52072,C6 BANK,52,63287.88
1642,202312,1,ES,51626,CAIXA ECON?MICA FEDERAL,426,461119.68
1643,202312,1,ES,4751713,CC INV DE ROND?NIA - SICOOB CREDJURD,1,1426.85
1644,202312,1,ES,51884,INTER,537,727162.93
1645,202312,1,ES,10069,ITAU,208,287715.21
1646,202312,1,ES,52058,NUBANK,902,994500.71
1647,202312,1,ES,30379,SANTANDER,202,258291.62
1648,202312,1,ES,51011,VOTORANTIM,13,19020.63
1649,202312,1,GO,51750,BANCO SICOOB,17,22560.28
1650,202312,1,GO,30173,BANRISUL,6,10724.12
1651,202312,1,GO,49906,BB,406,547486.33
1652,202312,1,GO,30290,BMG,284,380804.5
1653,202312,1,GO,10045,BRADESCO,184,191750.69
1654,202312,1,GO,31976,BRB,55,69296.69
1655,202312,1,GO,49944,BTG PACTUAL,1364,1819240.47
1656,202312,1,GO,52072,C6 BANK,168,202200.86
1657,202312,1,GO,51626,CAIXA ECON?MICA FEDERAL,674,697974.64
1658,202312,1,GO,1187961,CC DISTRITO FEDERAL E ENTORNO,2,1750.68
1659,202312,1,GO,33579731,CCLA CENTRO-SUL GOIANO,1,1115.7
1660,202312,1,GO,2282709,COOP CENTRO NORTE BRASILEIRO,3,2921.87
1661,202312,1,GO,51884,INTER,1053,1409273.16
1662,202312,1,GO,10069,ITAU,529,639299.56
1663,202312,1,GO,52058,NUBANK,1448,1547409.5
1664,202312,1,GO,30379,SANTANDER,394,445438.69
1665,202312,1,GO,3632872,SICOOB CREDISUL,1,364.68
1666,202312,1,GO,51011,VOTORANTIM,25,38197.68
1667,202312,1,MA,51750,BANCO SICOOB,7,12830.17
1668,202312,1,MA,30173,BANRISUL,5,7965.38
1669,202312,1,MA,49906,BB,735,822231.3
1670,202312,1,MA,4913711,BCO DO EST. DO PA S.A.,1,3707.29
1671,202312,1,MA,30290,BMG,130,157879.43
1672,202312,1,MA,10045,BRADESCO,207,232572.43
1673,202312,1,MA,31976,BRB,5,3102.48
1674,202312,1,MA,49944,BTG PACTUAL,782,1020498.3
1675,202312,1,MA,52072,C6 BANK,72,74120.66
1676,202312,1,MA,51626,CAIXA ECON?MICA FEDERAL,416,491414.15
1677,202312,1,MA,51884,INTER,631,703337.44
1678,202312,1,MA,10069,ITAU,173,195702.86
1679,202312,1,MA,52058,NUBANK,1165,1172175.08
1680,202312,1,MA,30379,SANTANDER,259,255477.88
1681,202312,1,MA,51011,VOTORANTIM,13,20237.65
1682,202312,1,MG,51750,BANCO SICOOB,152,209794.28
1683,202312,1,MG,30173,BANRISUL,9,16257.47
1684,202312,1,MG,49906,BB,1093,1448853.6
1685,202312,1,MG,30290,BMG,1083,1547209.16
1686,202312,1,MG,10045,BRADESCO,598,709020.67
1687,202312,1,MG,31976,BRB,15,23055.31
1688,202312,1,MG,49944,BTG PACTUAL,3537,5112120.56
1689,202312,1,MG,52072,C6 BANK,415,501183.51
1690,202312,1,MG,51626,CAIXA ECON?MICA FEDERAL,2522,2924106.42
1691,202312,1,MG,66398496,CC CREDIARA LTDA.,2,1789.09
1692,202312,1,MG,68512748,CC CREDIESMERALDAS LTDA.,1,389.7
1693,202312,1,MG,65239402,CC UNI?O DO CENTRO OESTE DE MINAS,3,4418.24
1694,202312,1,MG,14046512,CCLA MARGEM ESQUERDA DO URUCUI,4,4417.57
1695,202312,1,MG,1736516,CCLA REG. CTR. E OESTE MINEIRO,2,3494.47
1696,202312,1,MG,7026923,CCLA SICOOB ARENITO PARAN? / S?O PAULO,1,336.75
1697,202312,1,MG,1703620,CCLA UNI?O CENTRO OESTE MINAS,6,10653.74
1698,202312,1,MG,19402130,CECM EMPR EST HOSP BH RM ZM,1,218.31
1699,202312,1,MG,51884,INTER,4314,5474136.97
1700,202312,1,MG,10069,ITAU,1481,1871059.94
1701,202312,1,MG,52058,NUBANK,4039,4760127.16
1702,202312,1,MG,30379,SANTANDER,1153,1368937.35
1703,202312,1,MG,51011,VOTORANTIM,57,99669
1704,202312,1,MS,51750,BANCO SICOOB,15,18155.68
1705,202312,1,MS,30173,BANRISUL,2,5689.72
1706,202312,1,MS,49906,BB,376,488235.06
1707,202312,1,MS,30290,BMG,156,235736.99
1708,202312,1,MS,10045,BRADESCO,241,295496.45
1709,202312,1,MS,31976,BRB,2,1991.15
1710,202312,1,MS,49944,BTG PACTUAL,854,1189452.71
1711,202312,1,MS,52072,C6 BANK,94,122089.18
1712,202312,1,MS,51626,CAIXA ECON?MICA FEDERAL,592,680515.53
1713,202312,1,MS,51884,INTER,491,637030.32
1714,202312,1,MS,10069,ITAU,168,217289.7
1715,202312,1,MS,52058,NUBANK,1074,1199270.62
1716,202312,1,MS,30379,SANTANDER,254,284752.49
1717,202312,1,MS,51011,VOTORANTIM,15,23582.21
1718,202312,1,MT,51750,BANCO SICOOB,23,39253.5
1719,202312,1,MT,30173,BANRISUL,6,13306.29
1720,202312,1,MT,49906,BB,440,636017.55
1721,202312,1,MT,30290,BMG,217,351914.89
1722,202312,1,MT,10045,BRADESCO,184,259295.67
1723,202312,1,MT,31976,BRB,7,6220.97
1724,202312,1,MT,49944,BTG PACTUAL,915,1473959.66
1725,202312,1,MT,52072,C6 BANK,103,144477.74
1726,202312,1,MT,51626,CAIXA ECON?MICA FEDERAL,405,587025.89
1727,202312,1,MT,2015588,CCLA DO CENTRO SUL RONDONIENSE,2,4918.32
1728,202312,1,MT,23623636,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,4,5862.45
1729,202312,1,MT,51884,INTER,571,828316.95
1730,202312,1,MT,10069,ITAU,178,247124.03
1731,202312,1,MT,52058,NUBANK,992,1392897.35
1732,202312,1,MT,30379,SANTANDER,256,342978.65
1733,202312,1,MT,3632872,SICOOB CREDISUL,6,8661.14
1734,202312,1,MT,51011,VOTORANTIM,23,27375.69
1735,202312,1,PA,51750,BANCO SICOOB,4,7292.23
1736,202312,1,PA,30173,BANRISUL,2,1998.13
1737,202312,1,PA,49906,BB,625,684688.73
1738,202312,1,PA,4913711,BCO DO EST. DO PA S.A.,20,56875.66
1739,202312,1,PA,30290,BMG,220,287895.73
1740,202312,1,PA,10045,BRADESCO,273,279594.82
1741,202312,1,PA,31976,BRB,6,9087.14
1742,202312,1,PA,49944,BTG PACTUAL,1230,1531487.07
1743,202312,1,PA,52072,C6 BANK,166,206178.84
1744,202312,1,PA,51626,CAIXA ECON?MICA FEDERAL,596,539212.56
1745,202312,1,PA,37079720,CCLA SICOOB CREDIJUSTRA,1,860.71
1746,202312,1,PA,51884,INTER,1115,1283162.22
1747,202312,1,PA,10069,ITAU,358,420334.59
1748,202312,1,PA,52058,NUBANK,1722,1671124.52
1749,202312,1,PA,30379,SANTANDER,408,390287.1
1750,202312,1,PA,51011,VOTORANTIM,27,30961.58
1751,202312,1,PB,51750,BANCO SICOOB,7,9078.39
1752,202312,1,PB,30173,BANRISUL,3,1519.61
1753,202312,1,PB,49906,BB,362,448781.92
1754,202312,1,PB,30290,BMG,170,226026.06
1755,202312,1,PB,10045,BRADESCO,181,192296.34
1756,202312,1,PB,31976,BRB,38,47755.8
1757,202312,1,PB,49944,BTG PACTUAL,888,1184711.2
1758,202312,1,PB,52072,C6 BANK,66,70630.01
1759,202312,1,PB,51626,CAIXA ECON?MICA FEDERAL,547,571496.75
1760,202312,1,PB,51884,INTER,679,843164.08
1761,202312,1,PB,10069,ITAU,161,202437.76
1762,202312,1,PB,52058,NUBANK,1070,1219365.11
1763,202312,1,PB,30379,SANTANDER,203,213339.01
1764,202312,1,PB,51011,VOTORANTIM,22,22089.71
1765,202312,1,PE,51750,BANCO SICOOB,6,8999.47
1766,202312,1,PE,30173,BANRISUL,2,2018.86
1767,202312,1,PE,49906,BB,587,712399.89
1768,202312,1,PE,30290,BMG,395,551270.53
1769,202312,1,PE,10045,BRADESCO,409,474862.74
1770,202312,1,PE,31976,BRB,7,9450.88
1771,202312,1,PE,49944,BTG PACTUAL,1874,2550053.28
1772,202312,1,PE,52072,C6 BANK,170,187855.6
1773,202312,1,PE,51626,CAIXA ECON?MICA FEDERAL,1108,1166944
1774,202312,1,PE,51884,INTER,1481,1825202.19
1775,202312,1,PE,10069,ITAU,560,657240.85
1776,202312,1,PE,52058,NUBANK,2209,2287053.26
1777,202312,1,PE,30379,SANTANDER,624,705472.91
1778,202312,1,PE,51011,VOTORANTIM,31,35261.15
1779,202312,1,PI,30173,BANRISUL,1,1558.48
1780,202312,1,PI,49906,BB,436,542562.53
1781,202312,1,PI,30290,BMG,119,189477.51
1782,202312,1,PI,10045,BRADESCO,97,123865.84
1783,202312,1,PI,31976,BRB,9,12594.93
1784,202312,1,PI,49944,BTG PACTUAL,656,977926.97
1785,202312,1,PI,52072,C6 BANK,53,57982.16
1786,202312,1,PI,51626,CAIXA ECON?MICA FEDERAL,440,482886.36
1787,202312,1,PI,51884,INTER,466,589624.6
1788,202312,1,PI,10069,ITAU,102,121237.41
1789,202312,1,PI,52058,NUBANK,920,1057346.99
1790,202312,1,PI,30379,SANTANDER,134,143356.37
1791,202312,1,PI,51011,VOTORANTIM,11,14382.62
